time_s,decimated_V,nn_kalman_V,fixed_kalman_V
0.41720000,3.42773438,3.42824801,3.42775195
0.41760000,3.39843750,3.39925284,3.39845507
0.41800000,3.36914062,3.37034831,3.36915820
0.41840000,3.33984375,3.34143843,3.33986132
0.41880000,3.31054688,3.31245070,3.31056445
0.41920000,3.28125000,3.28335960,3.28126757
0.41960000,3.25195312,3.25418132,3.25197070
0.42000000,3.22265625,3.22494272,3.22267382
0.42040000,3.18847656,3.19114189,3.18849706
0.42080000,3.16406250,3.16603395,3.16407715
0.42120000,3.12988281,3.13248873,3.12990331
0.42160000,3.10546875,3.10740071,3.10548340
0.42200000,3.07128906,3.07383350,3.07130956
0.42240000,3.04687500,3.04878240,3.04688965
0.42280000,3.01269531,3.01520121,3.01271581
0.42320000,2.98828125,2.99016206,2.98829590
0.42360000,2.95410156,2.95632181,2.95412206
0.42400000,2.92968750,2.93152565,2.92970215
0.42440000,2.89550781,2.89773775,2.89552831
0.42480000,2.87109375,2.87294078,2.87110840
0.42520000,2.83691406,2.83914660,2.83693456
0.42560000,2.80761719,2.80980689,2.80763476
0.42600000,2.77832031,2.78028125,2.77833788
0.42640000,2.74902344,2.75120129,2.74904101
0.42680000,2.71972656,2.72169374,2.71974413
0.42720000,2.69042969,2.69262100,2.69044726
0.42760000,2.66113281,2.66314374,2.66115038
0.42800000,2.63183594,2.63405051,2.63185351
0.42840000,2.60253906,2.60453641,2.60255663
0.42880000,2.57324219,2.57531956,2.57325976
0.42920000,2.54394531,2.54608004,2.54396288
0.42960000,2.51464844,2.51682059,2.51466601
0.43000000,2.48535156,2.48753748,2.48536913
0.43040000,2.45605469,2.45825311,2.45607226
0.43080000,2.42187500,2.42441416,2.42189550
0.43120000,2.39746094,2.39934643,2.39747558
0.43160000,2.36328125,2.36578667,2.36330175
0.43200000,2.33886719,2.34074651,2.33888183
0.43240000,2.30468750,2.30719470,2.30470800
0.43280000,2.28027344,2.28216106,2.28028808
0.43320000,2.24609375,2.24859217,2.24611425
0.43360000,2.27539062,2.27351983,2.27537308
0.43400000,2.54394531,2.52796197,2.54378434
0.43440000,2.43164062,2.43687476,2.43170784
0.43480000,2.43164062,2.43166291,2.43164067
0.43520000,2.43164062,2.43164081,2.43164063
0.43560000,2.43164062,2.43164063,2.43164063
0.43600000,2.43164062,2.43164063,2.43164062
0.43640000,2.43164062,2.43164063,2.43164062
0.43680000,2.43164062,2.43164063,2.43164062
0.43720000,2.43652344,2.43650073,2.43652051
0.43760000,2.55371094,2.55267782,2.55364070
0.43800000,2.73437500,2.73122997,2.73426667
0.43840000,2.91503906,2.90891439,2.91493071
0.43880000,3.09082031,3.07980723,3.09071489
0.43920000,3.27636719,3.26085475,3.27625591
0.43960000,3.45214844,3.44770076,3.45204301
0.44000000,3.63281250,3.63136307,3.63270415
0.44040000,3.56445312,3.56501710,3.56449403
0.44080000,2.53906250,2.55269477,2.53967711
0.44120000,2.26074219,2.26231974,2.26090937
0.44160000,2.26562500,2.26559439,2.26562217
0.44200000,2.34863281,2.34816138,2.34858306
0.44240000,2.44140625,2.44103020,2.44135061
0.44280000,2.51953125,2.51931181,2.51948439
0.44320000,2.59765625,2.59729284,2.59760940
0.44360000,2.67578125,2.67525139,2.67573440
0.44400000,2.75878906,2.75788517,2.75873928
0.44440000,3.07128906,3.06848793,3.07110173
0.44480000,2.50488281,2.51128715,2.50522219
0.44520000,2.24609375,2.24682733,2.24624906
0.44560000,2.24609375,2.24609591,2.24609384
0.44600000,2.27539062,2.27526948,2.27537307
0.44640000,2.30468750,2.30455424,2.30466993
0.44680000,2.32910156,2.32903752,2.32908692
0.44720000,2.35839844,2.35832339,2.35838087
0.44760000,2.38281250,2.38274935,2.38279786
0.44800000,2.40722656,2.40712139,2.40721192
0.44840000,2.40722656,2.40722580,2.40722655
0.44880000,3.45703125,3.44203590,3.45640203
0.44920000,2.45117188,2.46411478,2.45177438
0.44960000,2.98339844,2.98110249,2.98307980
0.45000000,3.76953125,3.76537702,3.76905988
0.45040000,3.75000000,3.75006130,3.75001142
0.45080000,3.73535156,3.73539005,3.73536035
0.45120000,3.71582031,3.71591742,3.71583202
0.45160000,3.70117188,3.70129740,3.70118066
0.45200000,3.68164062,3.68169909,3.68165234
0.45240000,3.66699219,3.66703829,3.66700097
0.45280000,3.64746094,3.64753393,3.64747265
0.45320000,3.63281250,3.63285074,3.63282129
0.45360000,3.61816406,3.61823996,3.61817285
0.45400000,3.59863281,3.59883338,3.59864452
0.45440000,3.58398438,3.58428204,3.58399316
0.45480000,3.56445312,3.56521763,3.56446484
0.45520000,3.54492188,3.54637640,3.54493359
0.45560000,3.53027344,3.53230314,3.53028222
0.45600000,3.51562500,3.51903570,3.51563379
0.45640000,3.49609375,3.50301870,3.49610546
0.45680000,3.48144531,3.49018939,3.48145410
0.45720000,3.46679688,3.47849768,3.46680566
0.45760000,3.44726562,3.46548050,3.44727734
0.45800000,3.42773438,3.45187076,3.42774609
0.45840000,3.41308594,3.43682185,3.41309472
0.45880000,3.39355469,3.41844880,3.39356640
0.45920000,3.37890625,3.39166804,3.37891504
0.45960000,3.36425781,3.36713247,3.36426660
0.46000000,3.34472656,3.34682957,3.34473827
0.46040000,3.33007812,3.33149824,3.33008691
0.46080000,3.31054688,3.31206967,3.31055859
0.46120000,3.29589844,3.29694219,3.29590722
0.46160000,3.27636719,3.27759742,3.27637890
0.46200000,3.26171875,3.26247437,3.26172754
0.46240000,3.24218750,3.24316377,3.24219921
0.46280000,3.22753906,3.22886800,3.22754785
0.46320000,3.21289062,3.21522388,3.21289941
0.46360000,3.19335938,3.19840652,3.19337109
0.46400000,3.17382812,3.18194034,3.17383984
0.46440000,3.15917969,3.16902073,3.15918847
0.46480000,3.15429688,3.16198366,3.15429981
0.46520000,3.13476562,3.15112776,3.13477733
0.46560000,3.13476562,3.14548146,3.13476563
0.46600000,3.12988281,3.14082718,3.12988574
0.46640000,3.11523438,3.13406195,3.11524316
0.46680000,3.11523438,3.12832318,3.11523438
0.46720000,3.10058594,3.11733638,3.10059472
0.46760000,3.09570312,3.10832040,3.09570606
0.46800000,3.09082031,3.10182047,3.09082324
0.46840000,3.07617188,3.08660422,3.07618066
0.46880000,3.07617188,3.08099376,3.07617188
0.46920000,3.06152344,3.07209073,3.06153222
0.46960000,3.05664062,3.06260733,3.05664356
0.47000000,3.05175781,3.05668078,3.05176074
0.47040000,3.03710938,3.04628319,3.03711816
0.47080000,3.03710938,3.04207703,3.03710938
0.47120000,3.02734375,3.03640356,3.02734960
0.47160000,3.01757812,3.03015583,3.01758398
0.47200000,3.01757812,3.02659257,3.01757813
0.47240000,2.99804688,3.01958314,2.99805858
0.47280000,2.99804688,3.01492790,2.99804688
0.47320000,2.98828125,3.00978225,2.98828710
0.47360000,2.97851562,3.00403746,2.97852148
0.47400000,2.97851562,2.99961096,2.97851563
0.47440000,2.95898438,2.99224486,2.95899608
0.47480000,2.95898438,2.97582637,2.95898438
0.47520000,2.94921875,2.96182842,2.94922460
0.47560000,2.93945312,2.94144193,2.93945898
0.47600000,2.93945312,2.93966142,2.93945313
0.47640000,2.92480469,2.92631861,2.92481347
0.47680000,2.91992188,2.92041660,2.91992481
0.47720000,2.91503906,2.91563382,2.91504199
0.47760000,2.90039062,2.90120394,2.90039941
0.47800000,2.90039062,2.90046605,2.90039063
0.47840000,2.88574219,2.88806232,2.88575097
0.47880000,2.88085938,2.88262729,2.88086231
0.47920000,2.87597656,2.87828939,2.87597949
0.47960000,2.86132812,2.86896529,2.86133691
0.48000000,2.86132812,2.86547936,2.86132813
0.48040000,2.85156250,2.86022219,2.85156835
0.48080000,2.84179688,2.85440520,2.84180273
0.48120000,2.84179688,2.85104354,2.84179688
0.48160000,2.82226562,2.84442481,2.82227733
0.48200000,2.82226562,2.83994938,2.82226563
0.48240000,2.81250000,2.83498404,2.81250585
0.48280000,2.80273438,2.82952875,2.80274023
0.48320000,2.80273438,2.82524421,2.80273438
0.48360000,2.78320312,2.81801028,2.78321483
0.48400000,2.75878906,2.78673912,2.75880370
0.48440000,2.66601562,2.70211803,2.66607124
0.48480000,2.56835938,2.57928920,2.56841794
0.48520000,2.47070312,2.47914424,2.47076169
0.48560000,2.37304688,2.38084901,2.37310544
0.48600000,2.27050781,2.27844862,2.27056931
0.48640000,2.29492188,2.29370341,2.29490728
0.48680000,2.46582031,2.45605637,2.46571787
0.48720000,2.65625000,2.65470301,2.65613580
0.48760000,3.02246094,3.02037336,3.02224137
0.48800000,3.16894531,3.16816208,3.16885738
0.48840000,3.18847656,3.18828038,3.18846480
0.48880000,3.20800781,3.20776474,3.20799610
0.48920000,3.22753906,3.22732608,3.22752735
0.48960000,3.25195312,3.25157471,3.25193848
0.49000000,3.27148438,3.27096719,3.27147266
0.49040000,3.29101562,3.29020576,3.29100391
0.49080000,3.31054688,3.30969114,3.31053516
0.49120000,3.33007812,3.32869774,3.33006641
0.49160000,3.35449219,3.35140567,3.35447755
0.49200000,3.37402344,3.36960002,3.37401172
0.49240000,3.39355469,3.38659164,3.39354297
0.49280000,3.41308594,3.40276129,3.41307422
0.49320000,3.43261719,3.41813934,3.43260547
0.49360000,3.45703125,3.43506498,3.45701661
0.49400000,3.47656250,3.45095965,3.47655078
0.49440000,3.49609375,3.46818330,3.49608204
0.49480000,3.51562500,3.49732299,3.51561329
0.49520000,3.53515625,3.52388402,3.53514454
0.49560000,3.55468750,3.54746584,3.55467579
0.49600000,3.57910156,3.57317446,3.57908692
0.49640000,3.59863281,3.59469876,3.59862110
0.49680000,3.61816406,3.61510860,3.61815235
0.49720000,3.63769531,3.63476625,3.63768360
0.49760000,3.65722656,3.65419925,3.65721485
0.49800000,3.68164062,3.67765132,3.68162598
0.49840000,3.70117188,3.69704825,3.70116016
0.49880000,3.72070312,3.71501062,3.72069141
0.49920000,3.74023438,3.73253360,3.74022266
0.49960000,3.75976562,3.74904208,3.75975391
0.50000000,3.78417969,3.76737573,3.78416505
0.50040000,3.79882812,3.78178644,3.79881934
0.50080000,3.77929688,3.78075104,3.77930858
0.50120000,3.75976562,3.77218808,3.75977734
0.50160000,3.74511719,3.76192416,3.74512597
0.50200000,3.72558594,3.74025040,3.72559765
0.50240000,3.71093750,3.71118690,3.71094629
0.50280000,3.69628906,3.69637617,3.69629785
0.50320000,3.67675781,3.67685170,3.67676952
0.50360000,3.66210938,3.66216237,3.66211816
0.50400000,3.64257812,3.64271791,3.64258984
0.50440000,3.62304688,3.62332106,3.62305859
0.50480000,3.60839844,3.60878313,3.60840722
0.50520000,3.59375000,3.59432561,3.59375879
0.50560000,3.57421875,3.57562476,3.57423046
0.50600000,3.55957031,3.56155007,3.55957910
0.50640000,3.54492188,3.54826028,3.54493066
0.50680000,3.52539062,3.53219523,3.52540234
0.50720000,3.50585938,3.51640219,3.50587109
0.50760000,3.49121094,3.50371215,3.49121972
0.50800000,3.47167969,3.49026132,3.47169140
0.50840000,3.45703125,3.47848933,3.45704004
0.50880000,3.44238281,3.46438531,3.44239160
0.50920000,3.42285156,3.44549639,3.42286327
0.50960000,3.40820312,3.41899669,3.40821191
0.51000000,3.38867188,3.39182874,3.38868359
0.51040000,3.37402344,3.37545411,3.37403222
0.51080000,3.35449219,3.35619125,3.35450390
0.51120000,3.33984375,3.34100778,3.33985254
0.51160000,3.32031250,3.32174739,3.32032421
0.51200000,3.30566406,3.30669961,3.30567285
0.51240000,3.29101562,3.29177900,3.29102441
0.51280000,3.27148438,3.27258138,3.27149609
0.51320000,3.25195312,3.25380552,3.25196484
0.51360000,3.23730469,3.23983569,3.23731347
0.51400000,3.21777344,3.22306126,3.21778515
0.51440000,3.20312500,3.20991772,3.20313379
0.51480000,3.18847656,3.19792987,3.18848535
0.51520000,3.16894531,3.18438483,3.16895702
0.51560000,3.15429688,3.17259792,3.15430566
0.51600000,3.16894531,3.17128168,3.16893654
0.51640000,3.48144531,3.27265851,3.48125800
0.51680000,3.54492188,3.43196443,3.54488372
0.51720000,2.74902344,2.93534836,2.74950045
0.51760000,2.47558594,2.52426354,2.47575011
0.51800000,2.39257812,2.40436028,2.39262798
0.51840000,2.42187500,2.42135202,2.42185747
0.51880000,2.69531250,2.68330046,2.69514860
0.51920000,3.03710938,3.03609621,3.03690441
0.51960000,3.11035156,3.10998029,3.11030754
0.52000000,3.04687500,3.04725879,3.04691302
0.52040000,2.98828125,2.98878235,2.98831639
0.52080000,2.92968750,2.93006608,2.92972264
0.52120000,2.86621094,2.86661079,2.86624900
0.52160000,2.80273438,2.80313106,2.80277244
0.52200000,2.74414062,2.74432241,2.74417577
0.52240000,2.68066406,2.68083250,2.68070213
0.52280000,2.51464844,2.51512891,2.51474796
0.52320000,2.38281250,2.38353209,2.38289158
0.52360000,3.33984375,3.33092784,3.33927018
0.52400000,2.58789062,2.59984873,2.58834098
0.52440000,2.29980469,2.30089853,2.29997763
0.52480000,2.33886719,2.33865340,2.33884388
0.52520000,2.46093750,2.46052526,2.46086432
0.52560000,2.57812500,2.57782045,2.57805472
0.52600000,2.69531250,2.69501372,2.69524222
0.52640000,2.81250000,2.81220681,2.81242972
0.52680000,2.93945312,2.93912422,2.93937699
0.52720000,3.05664062,3.05614228,3.05657034
0.52760000,3.17382812,3.17312115,3.17375784
0.52800000,3.29101562,3.28970815,3.29094534
0.52840000,3.41796875,3.41557529,3.41789262
0.52880000,3.53515625,3.53179471,3.53508597
0.52920000,3.65234375,3.64865343,3.65227347
0.52960000,3.68164062,3.68030625,3.68162302
0.53000000,3.05664062,3.08269569,3.05701522
0.53040000,3.13964844,3.13934628,3.13959891
0.53080000,3.37890625,3.37812906,3.37876282
0.53120000,2.57324219,2.57594788,2.57372499
0.53160000,2.50000000,2.50019464,2.50004419
0.53200000,2.56835938,2.56802678,2.56831843
0.53240000,2.63671875,2.63640892,2.63667775
0.53280000,2.71484375,2.71460140,2.71479690
0.53320000,2.77343750,2.77327331,2.77340235
0.53360000,2.85156250,2.85136305,2.85151565
0.53400000,2.92480469,2.92460557,2.92476076
0.53440000,2.98828125,2.98801204,2.98824318
0.53480000,3.06640625,3.06593235,3.06635940
0.53520000,3.11035156,3.10985210,3.11032519
0.53560000,2.60253906,2.61244360,2.60284341
0.53600000,2.58300781,2.58311050,2.58301970
0.53640000,2.41210938,2.41288399,2.41221181
0.53680000,2.44628906,2.44608666,2.44626864
0.53720000,2.35351562,2.35382121,2.35357122
0.53760000,2.35351562,2.35351642,2.35351566
0.53800000,2.35351562,2.35351563,2.35351563
0.53840000,2.35351562,2.35351563,2.35351563
0.53880000,2.35351562,2.35351563,2.35351562
0.53920000,2.35351562,2.35351563,2.35351562
0.53960000,2.35351562,2.35351562,2.35351562
0.54000000,2.35351562,2.35351562,2.35351562
0.54040000,2.35351562,2.35351562,2.35351562
0.54080000,2.35351562,2.35351562,2.35351562
0.54120000,2.35351562,2.35351562,2.35351562
0.54160000,2.96875000,2.86197724,2.96838125
0.54200000,3.46679688,3.45773763,3.46649814
0.54240000,3.47656250,3.47645516,3.47655647
0.54280000,3.66210938,3.66022424,3.66199816
0.54320000,3.50585938,3.50635497,3.50595296
0.54360000,3.36914062,3.36999990,3.36922263
0.54400000,3.21289062,3.21427436,3.21298433
0.54440000,3.07617188,3.07667667,3.07625388
0.54480000,2.91992188,2.92074271,2.92001558
0.54520000,2.78320312,2.78358292,2.78328513
0.54560000,2.62695312,2.62741679,2.62704683
0.54600000,2.48535156,2.48578288,2.48543649
0.54640000,2.33398438,2.33473762,2.33407515
0.54680000,3.08105469,3.07550354,3.08060697
0.54720000,2.68066406,2.68510559,2.68090378
0.54760000,2.35351562,2.35489969,2.35371185
0.54800000,2.37304688,2.37294760,2.37303529
0.54840000,2.37304688,2.37304655,2.37304687
0.54880000,2.39257812,2.39252754,2.39256642
0.54920000,2.39257812,2.39257799,2.39257812
0.54960000,2.40722656,2.40718921,2.40721778
0.55000000,2.41210938,2.41209533,2.41210644
0.55040000,2.42187500,2.42182997,2.42186915
0.55080000,2.45605469,2.45581347,2.45603420
0.55120000,2.71972656,2.71605872,2.71956851
0.55160000,2.93945312,2.93357143,2.93932133
0.55200000,1.73828125,1.78169236,1.73900112
0.55240000,2.06542969,2.05931260,2.06523404
0.55280000,3.32519531,3.30664790,3.32444013
0.55320000,3.10546875,3.10622277,3.10559999
0.55360000,2.78320312,2.78544810,2.78339636
0.55400000,2.79785156,2.79779379,2.79784290
0.55440000,2.80273438,2.80272038,2.80273144
0.55480000,2.80273438,2.80273432,2.80273437
0.55520000,2.81738281,2.81733280,2.81737403
0.55560000,2.82226562,2.82224981,2.82226269
0.55600000,2.82226562,2.82226558,2.82226562
0.55640000,2.83203125,2.83198431,2.83202540
0.55680000,2.84179688,2.84174484,2.84179102
0.55720000,2.84179688,2.84179633,2.84179687
0.55760000,2.85156250,2.85136187,2.85155665
0.55800000,2.86132812,2.86093473,2.86132227
0.55840000,2.86132812,2.86129935,2.86132812
0.55880000,2.87109375,2.86983874,2.87108790
0.55920000,2.88085938,2.87857379,2.88085352
0.55960000,2.88085938,2.88016725,2.88085937
0.56000000,2.89062500,2.88643117,2.89061915
0.56040000,2.90039062,2.89344203,2.90038477
0.56080000,2.90039062,2.89640019,2.90039062
0.56120000,2.91015625,2.90147948,2.91015040
0.56160000,2.91992188,2.90732948,2.91991602
0.56200000,2.91992188,2.91092837,2.91992187
0.56240000,2.92968750,2.91596748,2.92968165
0.56280000,2.93945312,2.92194701,2.93944727
0.56320000,2.93945312,2.92633293,2.93945312
0.56360000,2.94433594,2.93070051,2.94433301
0.56400000,2.95898438,2.93811392,2.95897559
0.56440000,2.95898438,2.94349573,2.95898437
0.56480000,2.96386719,2.94841671,2.96386426
0.56520000,2.97851562,2.95554636,2.97850684
0.56560000,2.97851562,2.96075221,2.97851562
0.56600000,2.98339844,2.96592553,2.98339551
0.56640000,2.99804688,2.97310929,2.99803809
0.56680000,2.99804688,2.97864977,2.99804687
0.56720000,3.00292969,2.98755401,3.00292676
0.56760000,3.01757812,2.99873529,3.01756934
0.56800000,3.01757812,3.00536047,3.01757812
0.56840000,3.02246094,3.01404185,3.02245801
0.56880000,3.03710938,3.02511343,3.03710059
0.56920000,3.03710938,3.03026307,3.03710937
0.56960000,3.04199219,3.03645426,3.04198926
0.57000000,3.05664062,3.04616440,3.05663184
0.57040000,3.05664062,3.05051744,3.05664062
0.57080000,3.06152344,3.05466539,3.06152051
0.57120000,3.07617188,3.06170712,3.07616309
0.57160000,3.07617188,3.06582293,3.07617187
0.57200000,3.07617188,3.06841885,3.07617187
0.57240000,3.09570312,3.07505127,3.09569142
0.57280000,3.09570312,3.07997358,3.09570312
0.57320000,3.09570312,3.08348969,3.09570312
0.57360000,3.11523438,3.09104630,3.11522267
0.57400000,3.11523438,3.09705779,3.11523437
0.57440000,3.11523438,3.10139893,3.11523437
0.57480000,3.13476562,3.10913880,3.13475392
0.57520000,3.13476562,3.11572528,3.13476562
0.57560000,3.13476562,3.12192980,3.13476562
0.57600000,3.15429688,3.13235245,3.15428517
0.57640000,3.14941406,3.13751834,3.14941698
0.57680000,3.11035156,3.12381427,3.11037498
0.57720000,3.06152344,3.09366473,3.06155272
0.57760000,3.01757812,3.04221823,3.01760448
0.57800000,2.97363281,2.97385005,2.97365917
0.57840000,2.92480469,2.92493941,2.92483397
0.57880000,2.88085938,2.88099214,2.88088573
0.57920000,2.83203125,2.83219105,2.83206053
0.57960000,2.78320312,2.78350798,2.78323241
0.58000000,2.73925781,2.73976642,2.73928417
0.58040000,2.69042969,2.69135470,2.69045897
0.58080000,2.64648438,2.64766821,2.64651073
0.58120000,2.59765625,2.59929428,2.59768553
0.58160000,2.55371094,2.55558499,2.55373729
0.58200000,2.50976562,2.51199578,2.50979198
0.58240000,2.46093750,2.46357385,2.46096678
0.58280000,2.41210938,2.41484605,2.41213866
0.58320000,2.36816406,2.37079363,2.36819042
0.58360000,2.32421875,2.32675410,2.32424511
0.58400000,2.27539062,2.27829290,2.27541991
0.58440000,2.23632812,2.23860479,2.23635156
0.58480000,2.18750000,2.19037808,2.18752928
0.58520000,2.14355469,2.14625401,2.14358104
0.58560000,2.09960938,2.10209931,2.09963573
0.58600000,2.06054688,2.06275145,2.06057030
0.58640000,2.01171875,2.01451762,2.01174803
0.58680000,1.96777344,1.97040355,1.96779979
0.58720000,1.99707031,1.99565827,1.99705277
0.58760000,2.12402344,2.11687648,2.12394734
0.58800000,2.24609375,2.24485252,2.24602054
0.58840000,2.37304688,2.37257760,2.37297074
0.58880000,2.50000000,2.49945248,2.49992386
0.58920000,2.62207031,2.62107372,2.62199710
0.58960000,2.72949219,2.72846811,2.72942776
0.59000000,2.38281250,2.38696936,2.38302025
0.59040000,2.45605469,2.45561308,2.45601091
0.59080000,2.66601562,2.66391526,2.66588975
0.59120000,2.87597656,2.87368108,2.87585064
0.59160000,3.08593750,3.08205309,3.08581158
0.59200000,3.29589844,3.29268263,3.29577252
0.59240000,3.50585938,3.50211980,3.50573346
0.59280000,3.70605469,3.70167082,3.70593462
0.59320000,3.63769531,3.63901314,3.63773621
0.59360000,3.43261719,3.43872796,3.43274013
0.59400000,3.23242188,3.23495961,3.23254194
0.59440000,3.02734375,3.02802396,3.02746674
0.59480000,2.82226562,2.82333734,2.82238862
0.59520000,2.62207031,2.62342275,2.62219038
0.59560000,2.41699219,2.41755370,2.41711518
0.59600000,2.29980469,2.30012582,2.29987500
0.59640000,2.35351562,2.35326912,2.35348347
0.59680000,2.35351562,2.35351424,2.35351561
0.59720000,2.35351562,2.35351562,2.35351562
0.59760000,2.35351562,2.35351562,2.35351562
0.59800000,2.35351562,2.35351562,2.35351562
0.59840000,2.35351562,2.35351562,2.35351562
0.59880000,2.35351562,2.35351562,2.35351562
0.59920000,2.35351562,2.35351562,2.35351562
0.59960000,2.35351562,2.35351562,2.35351562
0.60000000,2.35351562,2.35351562,2.35351562
0.60040000,2.35351562,2.35351562,2.35351562
0.60080000,2.35351562,2.35351562,2.35351562
0.60120000,2.35351562,2.35351562,2.35351562
0.60160000,2.35351562,2.35351562,2.35351562
0.60200000,2.35351562,2.35351562,2.35351562
0.60240000,2.35351562,2.35351562,2.35351562
0.60280000,2.35351562,2.35351562,2.35351562
0.60320000,2.35351562,2.35351562,2.35351562
0.60360000,2.35351562,2.35351562,2.35351562
0.60400000,2.35351562,2.35351562,2.35351562
0.60440000,2.35351562,2.35351562,2.35351562
0.60480000,2.35351562,2.35351562,2.35351562
0.60520000,2.35351562,2.35351562,2.35351562
0.60560000,2.35351562,2.35351562,2.35351562
0.60600000,2.35351562,2.35351562,2.35351562
0.60640000,2.35351562,2.35351562,2.35351562
0.60680000,2.35351562,2.35351562,2.35351562
0.60720000,2.35351562,2.35351562,2.35351562
0.60760000,2.35351562,2.35351562,2.35351562
0.60800000,2.35351562,2.35351562,2.35351562
0.60840000,2.35351562,2.35351562,2.35351562
0.60880000,2.35351562,2.35351562,2.35351562
0.60920000,2.35351562,2.35351562,2.35351562
0.60960000,2.35351562,2.35351562,2.35351562
0.61000000,2.35351562,2.35351562,2.35351562
0.61040000,2.35351562,2.35351562,2.35351562
0.61080000,2.35351562,2.35351562,2.35351562
0.61120000,2.35351562,2.35351562,2.35351562
0.61160000,2.35351562,2.35351562,2.35351562
0.61200000,2.35351562,2.35351562,2.35351562
0.61240000,2.35351562,2.35351562,2.35351562
0.61280000,2.35351562,2.35351562,2.35351562
0.61320000,2.35351562,2.35351562,2.35351562
0.61360000,2.35351562,2.35351562,2.35351562
0.61400000,2.35351562,2.35351562,2.35351562
0.61440000,2.35351562,2.35351562,2.35351562
0.61480000,2.35351562,2.35351562,2.35351562
0.61520000,2.35351562,2.35351562,2.35351562
0.61560000,2.35351562,2.35351562,2.35351562
0.61600000,2.35351562,2.35351562,2.35351562
0.61640000,2.35351562,2.35351562,2.35351562
0.61680000,2.35351562,2.35351562,2.35351562
0.61720000,2.35351562,2.35351562,2.35351562
0.61760000,2.35351562,2.35351562,2.35351562
0.61800000,2.35351562,2.35351562,2.35351562
0.61840000,2.35351562,2.35351562,2.35351562
0.61880000,2.35351562,2.35351562,2.35351562
0.61920000,2.36816406,2.35490981,2.36815528
0.61960000,2.37304688,2.35663952,2.37304394
0.62000000,2.37304688,2.35820949,2.37304687
0.62040000,2.37304688,2.35965389,2.37304687
0.62080000,2.37304688,2.36101799,2.37304687
0.62120000,2.37304688,2.36239603,2.37304688
0.62160000,2.37792969,2.36469632,2.37792676
0.62200000,2.39257812,2.37009274,2.39256934
0.62240000,2.39257812,2.37475043,2.39257812
0.62280000,2.39257812,2.37839147,2.39257812
0.62320000,2.39257812,2.38122126,2.39257812
0.62360000,2.39257812,2.38349949,2.39257812
0.62400000,2.39257812,2.38538596,2.39257812
0.62440000,2.40722656,2.39014010,2.40721778
0.62480000,2.41210938,2.39482308,2.41210644
0.62520000,2.41210938,2.39866624,2.41210937
0.62560000,2.41210938,2.40154834,2.41210937
0.62600000,2.41210938,2.40370164,2.41210937
0.62640000,2.41210938,2.40542857,2.41210938
0.62680000,2.42187500,2.40912038,2.42186915
0.62720000,2.43164062,2.41460963,2.43163477
0.62760000,2.43164062,2.41861300,2.43164062
0.62800000,2.43164062,2.42146530,2.43164062
0.62840000,2.44140625,2.42556662,2.44140040
0.62880000,2.45605469,2.43197343,2.45604590
0.62920000,2.47070312,2.44101642,2.47069434
0.62960000,2.48535156,2.45298424,2.48534278
0.63000000,2.50000000,2.46604370,2.49999121
0.63040000,2.51464844,2.48489495,2.51463965
0.63080000,2.52929688,2.51082404,2.52928809
0.63120000,2.54394531,2.53583705,2.54393653
0.63160000,2.55859375,2.55341902,2.55858496
0.63200000,2.56835938,2.56612775,2.56835352
0.63240000,2.58789062,2.58508566,2.58787892
0.63280000,2.60253906,2.60036379,2.60253028
0.63320000,2.61718750,2.61500436,2.61717871
0.63360000,2.62695312,2.62517267,2.62694727
0.63400000,2.64648438,2.64221549,2.64647267
0.63440000,2.66113281,2.65575788,2.66112403
0.63480000,2.67089844,2.66506092,2.67089258
0.63520000,2.68554688,2.67567074,2.68553809
0.63560000,2.70507812,2.68839757,2.70506641
0.63600000,2.71972656,2.69980925,2.71971778
0.63640000,2.72949219,2.70912020,2.72948633
0.63680000,2.74414062,2.71934096,2.74413184
0.63720000,2.76367188,2.73173287,2.76366016
0.63760000,2.77832031,2.74722345,2.77831153
0.63800000,2.78320312,2.76466734,2.78320019
0.63840000,2.79785156,2.78568786,2.79784278
0.63880000,2.80273438,2.79940442,2.80273144
0.63920000,2.81250000,2.81018088,2.81249415
0.63960000,2.82226562,2.82006732,2.82225977
0.64000000,2.82226562,2.82190871,2.82226562
0.64040000,2.84179688,2.83884194,2.84178517
0.64080000,2.84179688,2.84128128,2.84179687
0.64120000,2.85644531,2.85264087,2.85643653
0.64160000,2.86132812,2.85833716,2.86132519
0.64200000,2.86621094,2.86271395,2.86620801
0.64240000,2.88085938,2.87127972,2.88085059
0.64280000,2.88085938,2.87514688,2.88085937
0.64320000,2.90039062,2.88391555,2.90037892
0.64360000,2.90039062,2.88884018,2.90039062
0.64400000,2.91503906,2.89590115,2.91503028
0.64440000,2.91992188,2.90186625,2.91991894
0.64480000,2.92480469,2.90788289,2.92480176
0.64520000,2.93945312,2.91674221,2.93944434
0.64560000,2.93945312,2.92288067,2.93945312
0.64600000,2.95898438,2.93298838,2.95897267
0.64640000,2.95898438,2.94205184,2.95898437
0.64680000,2.96875000,2.95115754,2.96874415
0.64720000,2.97851562,2.96319094,2.97850977
0.64760000,2.98339844,2.97250514,2.98339551
0.64800000,2.99804688,2.98379753,2.99803809
0.64840000,2.99804688,2.99325514,2.99804687
0.64880000,3.01269531,3.00494036,3.01268653
0.64920000,3.01757812,3.01355341,3.01757519
0.64960000,3.02734375,3.02188359,3.02733790
